Date,Time,Dissolved_Oxygen_Concentration,Temp
11-10-22,6:30:00,0.62,26.4
11-10-22,6:40:00,0.68,26.4
11-10-22,6:50:00,0.57,26.4
11-10-22,7:00:00,0.69,26.38
11-10-22,7:10:00,0.64,26.38
11-10-22,7:20:00,0.59,26.38
11-10-22,7:30:00,0.49,26.36
11-10-22,7:40:00,0.44,26.36
11-10-22,7:50:00,0.4,26.36
11-10-22,8:00:00,0.32,26.36
11-10-22,8:10:00,0.4,26.36
11-10-22,8:20:00,0.45,26.38
11-10-22,8:30:00,0.33,26.4
11-10-22,8:40:00,0.68,26.42
11-10-22,8:50:00,0.37,26.44
11-10-22,9:00:00,0.53,26.46
11-10-22,9:10:00,0.78,26.5
11-10-22,9:20:00,0.69,26.56
11-10-22,9:30:00,0.04,26.62
11-10-22,9:40:00,-0.02,26.7
11-10-22,9:50:00,-0.01,26.72
11-10-22,10:00:00,0.11,26.76
11-10-22,10:10:00,0.18,26.84
11-10-22,10:20:00,0.2,26.86
11-10-22,10:30:00,0.32,26.94
11-10-22,10:40:00,0.74,27
11-10-22,10:50:00,0.81,27.02
11-10-22,11:00:00,1.03,27.08
11-10-22,11:10:00,1.01,27.18
11-10-22,11:20:00,1.02,27.18
11-10-22,11:30:00,1.01,27.18
11-10-22,11:40:00,1.76,27.24
11-10-22,11:50:00,1.51,27.28
11-10-22,12:00:00,1.41,27.3
11-10-22,12:10:00,1.91,27.32
11-10-22,12:20:00,1.83,27.36
11-10-22,12:30:00,2.12,27.4
11-10-22,12:40:00,1.86,27.44
11-10-22,12:50:00,2.05,27.46
11-10-22,13:00:00,2.55,27.5
11-10-22,13:10:00,2.53,27.52
11-10-22,13:20:00,2.56,27.56
11-10-22,13:30:00,2.59,27.62
11-10-22,13:40:00,2.46,27.64
11-10-22,13:50:00,2.6,27.66
11-10-22,14:00:00,2.45,27.7
11-10-22,14:10:00,2.67,27.78
11-10-22,14:20:00,2.11,27.76
11-10-22,14:30:00,2.16,27.76
11-10-22,14:40:00,2.25,27.78
11-10-22,14:50:00,1.92,27.78
11-10-22,15:00:00,2.47,27.8
11-10-22,15:10:00,2.23,27.82
11-10-22,15:20:00,2.29,27.84
11-10-22,15:30:00,2.24,27.82
11-10-22,15:40:00,2.33,27.84
11-10-22,15:50:00,1.97,27.84
11-10-22,16:00:00,2.52,27.86
11-10-22,16:10:00,2.25,27.84
11-10-22,16:20:00,2.08,27.84
11-10-22,16:30:00,2.08,27.8
11-10-22,16:40:00,2.04,27.8
11-10-22,16:50:00,2.02,27.8
11-10-22,17:00:00,2.02,27.78
11-10-22,17:10:00,1.75,27.76
11-10-22,17:20:00,1.88,27.74
11-10-22,17:30:00,1.77,27.74
11-10-22,17:40:00,1.65,27.7
11-10-22,17:50:00,1.7,27.72
11-10-22,18:00:00,1.51,27.7
11-10-22,18:10:00,1.79,27.7
11-10-22,18:20:00,1.21,27.7
11-10-22,18:30:00,1.56,27.7
11-10-22,18:40:00,1.52,27.7
11-10-22,18:50:00,1.48,27.68
11-10-22,19:00:00,1.12,27.68
11-10-22,19:10:00,1.29,27.66
11-10-22,19:20:00,1.26,27.66
11-10-22,19:30:00,1.01,27.66
11-10-22,19:40:00,1.35,27.64
11-10-22,19:50:00,1.29,27.64
11-10-22,20:00:00,1.03,27.62
11-10-22,20:10:00,0.98,27.62
11-10-22,20:20:00,0.69,27.6
11-10-22,20:30:00,0.6,27.58
11-10-22,20:40:00,0.75,27.58
11-10-22,20:50:00,0.73,27.56
11-10-22,21:00:00,0.66,27.54
11-10-22,21:10:00,0.77,27.52
11-10-22,21:20:00,0.7,27.52
11-10-22,21:30:00,0.7,27.5
11-10-22,21:40:00,0.63,27.48
11-10-22,21:50:00,0.56,27.46
11-10-22,22:00:00,0.55,27.44
11-10-22,22:10:00,0.29,27.44
11-10-22,22:20:00,0.7,27.42
11-10-22,22:30:00,0.47,27.4
11-10-22,22:40:00,0.4,27.38
11-10-22,22:50:00,0.34,27.36
11-10-22,23:00:00,0.38,27.36
11-10-22,23:10:00,0.24,27.34
11-10-22,23:20:00,0.45,27.32
11-10-22,23:30:00,0.51,27.3
11-10-22,23:40:00,0.62,27.28
11-10-22,23:50:00,0.57,27.28
12-10-22,0:00:00,0.68,27.26
12-10-22,0:10:00,0.55,27.24
12-10-22,0:20:00,0.57,27.24
12-10-22,0:30:00,0.48,27.22
12-10-22,0:40:00,0.4,27.2
12-10-22,0:50:00,0.4,27.18
12-10-22,1:00:00,0.41,27.18
12-10-22,1:10:00,0.44,27.16
12-10-22,1:20:00,0.45,27.14
12-10-22,1:30:00,0.36,27.14
12-10-22,1:40:00,0.33,27.12
12-10-22,1:50:00,0.77,27.1
12-10-22,2:00:00,0.67,27.08
12-10-22,2:10:00,0.45,27.06
12-10-22,2:20:00,0.4,27.04
12-10-22,2:30:00,0.44,27.02
12-10-22,2:40:00,0.52,27.02
12-10-22,2:50:00,0.56,27
12-10-22,3:00:00,0.53,26.98
12-10-22,3:10:00,0.56,26.94
12-10-22,3:20:00,0.42,26.92
12-10-22,3:30:00,0.45,26.92
12-10-22,3:40:00,0.58,26.88
12-10-22,3:50:00,0.62,26.86
12-10-22,4:00:00,0.57,26.82
12-10-22,4:10:00,0.65,26.82
12-10-22,4:20:00,0.45,26.8
12-10-22,4:30:00,0.65,26.78
12-10-22,4:40:00,0.7,26.76
12-10-22,4:50:00,0.44,26.72
12-10-22,5:00:00,0.36,26.72
12-10-22,5:10:00,0.49,26.68
12-10-22,5:20:00,0.46,26.68
12-10-22,5:30:00,0.35,26.66
12-10-22,5:40:00,0.37,26.64
12-10-22,5:50:00,0.42,26.62
12-10-22,6:00:00,0.67,26.6
12-10-22,6:10:00,0.3,26.58
12-10-22,6:20:00,0.66,26.58
12-10-22,6:30:00,0.41,26.56
12-10-22,6:40:00,0.49,26.54
12-10-22,6:50:00,0.46,26.54
12-10-22,7:00:00,0.48,26.52
12-10-22,7:10:00,0.37,26.52
12-10-22,7:20:00,0.29,26.5
12-10-22,7:30:00,0.52,26.5
12-10-22,7:40:00,0.42,26.48
12-10-22,7:50:00,0.55,26.48
12-10-22,8:00:00,0.46,26.48
12-10-22,8:10:00,0.4,26.48
12-10-22,8:20:00,0.42,26.48
12-10-22,8:30:00,0.48,26.48
12-10-22,8:40:00,0.43,26.48
12-10-22,8:50:00,0.62,26.5
12-10-22,9:00:00,0.75,26.52
12-10-22,9:10:00,0.51,26.54
12-10-22,9:20:00,0.73,26.54
12-10-22,9:30:00,0.25,26.56
12-10-22,9:40:00,0.65,26.6
12-10-22,9:50:00,0.75,26.64
12-10-22,10:00:00,0.83,26.7
12-10-22,10:10:00,0.8,26.74
12-10-22,10:20:00,1.11,26.78
12-10-22,10:30:00,1.13,26.8
12-10-22,10:40:00,1.15,26.86
12-10-22,10:50:00,1.25,26.94
12-10-22,11:00:00,1.13,26.98
12-10-22,11:10:00,1.37,26.98
12-10-22,11:20:00,1.16,26.96
12-10-22,11:30:00,1.43,26.98
12-10-22,11:40:00,1.33,27.02
12-10-22,11:50:00,1.52,27.06
12-10-22,12:00:00,1.74,27.08
12-10-22,12:10:00,1.88,27.1
12-10-22,12:20:00,1.49,27.1
12-10-22,12:30:00,1.63,27.1
12-10-22,12:40:00,1.34,27.12
12-10-22,12:50:00,1.82,27.14
12-10-22,13:00:00,1.96,27.16
12-10-22,13:10:00,1.89,27.2
12-10-22,13:20:00,2.23,27.2
12-10-22,13:30:00,1.56,27.2
12-10-22,13:40:00,1.45,27.2
12-10-22,13:50:00,1.54,27.22
12-10-22,14:00:00,1.78,27.24
12-10-22,14:10:00,1.62,27.26
12-10-22,14:20:00,1.36,27.24
12-10-22,14:30:00,1.29,27.26
12-10-22,14:40:00,1.41,27.26
12-10-22,14:50:00,2.01,27.28
12-10-22,15:00:00,1.93,27.28
12-10-22,15:10:00,1.66,27.28
12-10-22,15:20:00,1.57,27.28
12-10-22,15:30:00,2.31,27.3
12-10-22,15:40:00,2.1,27.28
12-10-22,15:50:00,1.83,27.28
12-10-22,16:00:00,1.65,27.26
12-10-22,16:10:00,1.45,27.26
12-10-22,16:20:00,1.56,27.24
12-10-22,16:30:00,1.64,27.26
12-10-22,16:40:00,1.83,27.26
12-10-22,16:50:00,1.64,27.26
12-10-22,17:00:00,1.99,27.26
12-10-22,17:10:00,2.32,27.26
12-10-22,17:20:00,1.94,27.24
12-10-22,17:30:00,1.75,27.24
12-10-22,17:40:00,1.92,27.24
12-10-22,17:50:00,1.62,27.22
12-10-22,18:00:00,1.59,27.22
12-10-22,18:10:00,1.53,27.2
12-10-22,18:20:00,1.67,27.2
12-10-22,18:30:00,1.72,27.2
12-10-22,18:40:00,1.58,27.2
12-10-22,18:50:00,1.15,27.18
12-10-22,19:00:00,1.41,27.18
12-10-22,19:10:00,1.45,27.16
12-10-22,19:20:00,1.36,27.16
12-10-22,19:30:00,1.3,27.16
12-10-22,19:40:00,1.34,27.16
12-10-22,19:50:00,1.35,27.14
12-10-22,20:00:00,0.9,27.14
12-10-22,20:10:00,1.11,27.14
12-10-22,20:20:00,0.98,27.12
12-10-22,20:30:00,0.88,27.12
12-10-22,20:40:00,1.14,27.1
12-10-22,20:50:00,0.85,27.1
12-10-22,21:00:00,0.82,27.08
12-10-22,21:10:00,0.69,27.08
12-10-22,21:20:00,0.81,27.06
12-10-22,21:30:00,0.57,27.06
12-10-22,21:40:00,0.69,27.04
12-10-22,21:50:00,0.51,27.04
12-10-22,22:00:00,0.53,27.04
12-10-22,22:10:00,0.67,27.02
12-10-22,22:20:00,0.53,27.02
12-10-22,22:30:00,0.49,27.02
12-10-22,22:40:00,0.57,27
12-10-22,22:50:00,0.63,27
12-10-22,23:00:00,0.65,27
12-10-22,23:10:00,0.63,26.98
12-10-22,23:20:00,0.57,26.98
12-10-22,23:30:00,0.55,26.96
12-10-22,23:40:00,0.55,26.96
12-10-22,23:50:00,0.52,26.94
13-10-22,0:00:00,0.47,26.94
13-10-22,0:10:00,0.43,26.92
13-10-22,0:20:00,0.31,26.9
13-10-22,0:30:00,0.4,26.9
13-10-22,0:40:00,0.42,26.88
13-10-22,0:50:00,0.71,26.88
13-10-22,1:00:00,0.41,26.86
13-10-22,1:10:00,0.59,26.84
13-10-22,1:20:00,0.55,26.84
13-10-22,1:30:00,0.6,26.82
13-10-22,1:40:00,0.44,26.8
13-10-22,1:50:00,0.73,26.78
13-10-22,2:00:00,0.54,26.78
13-10-22,2:10:00,0.66,26.76
13-10-22,2:20:00,0.45,26.74
13-10-22,2:30:00,0.75,26.72
13-10-22,2:40:00,0.53,26.72
13-10-22,2:50:00,0.64,26.7
13-10-22,3:00:00,0.67,26.68
13-10-22,3:10:00,0.6,26.66
13-10-22,3:20:00,0.38,26.66
13-10-22,3:30:00,0.65,26.64
13-10-22,3:40:00,0.53,26.62
13-10-22,3:50:00,0.4,26.6
13-10-22,4:00:00,0.56,26.58
13-10-22,4:10:00,0.46,26.58
13-10-22,4:20:00,0.66,26.56
13-10-22,4:30:00,0.47,26.54
13-10-22,4:40:00,0.41,26.52
13-10-22,4:50:00,0.7,26.5
13-10-22,5:00:00,0.51,26.48
13-10-22,5:10:00,0.42,26.46
13-10-22,5:20:00,0.31,26.46
13-10-22,5:30:00,0.35,26.44
13-10-22,5:40:00,0.26,26.42
13-10-22,5:50:00,0.18,26.4
13-10-22,6:00:00,0.35,26.38
13-10-22,6:10:00,0.37,26.36
13-10-22,6:20:00,0.21,26.34
13-10-22,6:30:00,0.26,26.34
13-10-22,6:40:00,0.15,26.32
13-10-22,6:50:00,0.13,26.3
13-10-22,7:00:00,0.32,26.3
13-10-22,7:10:00,0.15,26.28
13-10-22,7:20:00,0.18,26.28
13-10-22,7:30:00,0.12,26.26
13-10-22,7:40:00,0.3,26.24
13-10-22,7:50:00,0.43,26.26
13-10-22,8:00:00,0.37,26.26
13-10-22,8:10:00,0.32,26.28
13-10-22,8:20:00,0.16,26.3
13-10-22,8:30:00,0.15,26.32
13-10-22,8:40:00,0.24,26.32
13-10-22,8:50:00,0.3,26.36
13-10-22,9:00:00,0.51,26.4
13-10-22,9:10:00,0.4,26.44
13-10-22,9:20:00,0.62,26.5
13-10-22,9:30:00,0.45,26.56
13-10-22,9:40:00,0.93,26.6
13-10-22,9:50:00,0.65,26.66
13-10-22,10:00:00,0.79,26.72
13-10-22,10:10:00,0.53,26.78
13-10-22,10:20:00,0.92,26.84
13-10-22,10:30:00,0.86,26.88
13-10-22,10:40:00,1.01,26.96
13-10-22,10:50:00,0.83,27.04
13-10-22,11:00:00,1.14,27.12
13-10-22,11:10:00,0.81,27.14
13-10-22,11:20:00,0.66,27.12
13-10-22,11:30:00,0.86,27.14
13-10-22,11:40:00,1.02,27.24
13-10-22,11:50:00,1.36,27.26
13-10-22,12:00:00,0.86,27.24
13-10-22,12:10:00,0.77,27.26
13-10-22,12:20:00,0.83,27.3
13-10-22,12:30:00,0.8,27.34
13-10-22,12:40:00,0.86,27.34
13-10-22,12:50:00,0.83,27.38
13-10-22,13:00:00,0.86,27.42
13-10-22,13:10:00,1.16,27.46
13-10-22,13:20:00,1.88,27.54
13-10-22,13:30:00,1.56,27.58
13-10-22,13:40:00,1.37,27.6
13-10-22,13:50:00,1.74,27.62
13-10-22,14:00:00,2.03,27.64
13-10-22,14:10:00,1.93,27.64
13-10-22,14:20:00,2.2,27.66
13-10-22,14:30:00,1.88,27.66
13-10-22,14:40:00,1.55,27.68
13-10-22,14:50:00,1.03,27.7
13-10-22,15:00:00,0.64,27.72
13-10-22,15:10:00,0.7,27.74
13-10-22,15:20:00,0.75,27.76
13-10-22,15:30:00,0.75,27.78
13-10-22,15:40:00,0.77,27.78
13-10-22,15:50:00,1.19,27.78
13-10-22,16:00:00,1.42,27.78
13-10-22,16:10:00,0.94,27.78
13-10-22,16:20:00,0.96,27.78
13-10-22,16:30:00,1.08,27.78
13-10-22,16:40:00,1.94,27.78
13-10-22,16:50:00,1.71,27.76
13-10-22,17:00:00,1.7,27.76
13-10-22,17:10:00,1.15,27.74
13-10-22,17:20:00,1.38,27.72
13-10-22,17:30:00,1.25,27.7
13-10-22,17:40:00,1.21,27.68
13-10-22,17:50:00,1.31,27.66
13-10-22,18:00:00,1.15,27.66
13-10-22,18:10:00,1.22,27.64
13-10-22,18:20:00,1,27.64
13-10-22,18:30:00,1.09,27.6
13-10-22,18:40:00,1.08,27.58
13-10-22,18:50:00,1.21,27.58
13-10-22,19:00:00,1.08,27.56
13-10-22,19:10:00,1.02,27.56
13-10-22,19:20:00,1.03,27.54
13-10-22,19:30:00,0.94,27.5
13-10-22,19:40:00,0.97,27.48
13-10-22,19:50:00,0.94,27.46
13-10-22,20:00:00,0.91,27.44
13-10-22,20:10:00,0.98,27.42
13-10-22,20:20:00,0.87,27.4
13-10-22,20:30:00,0.89,27.38
13-10-22,20:40:00,0.85,27.36
13-10-22,20:50:00,0.79,27.34
13-10-22,21:00:00,0.57,27.32
13-10-22,21:10:00,0.36,27.3
13-10-22,21:20:00,0.62,27.28
13-10-22,21:30:00,0.73,27.26
13-10-22,21:40:00,0.46,27.26
13-10-22,21:50:00,0.54,27.24
13-10-22,22:00:00,0.62,27.22
13-10-22,22:10:00,0.34,27.2
13-10-22,22:20:00,0.34,27.2
13-10-22,22:30:00,0.43,27.18
13-10-22,22:40:00,0.19,27.16
13-10-22,22:50:00,0.43,27.14
13-10-22,23:00:00,0.42,27.14
13-10-22,23:10:00,0.49,27.1
13-10-22,23:20:00,0.44,27.1
13-10-22,23:30:00,0.73,27.08
13-10-22,23:40:00,0.65,27.06
13-10-22,23:50:00,0.27,27.06
14-10-22,0:00:00,0.31,27.04
14-10-22,0:10:00,0.22,27.02
14-10-22,0:20:00,0.16,27
14-10-22,0:30:00,0.18,26.98
14-10-22,0:40:00,0.2,26.96
14-10-22,0:50:00,0.29,26.94
14-10-22,1:00:00,0.43,26.92
14-10-22,1:10:00,0.41,26.92
14-10-22,1:20:00,0.37,26.9
14-10-22,1:30:00,0.31,26.88
14-10-22,1:40:00,0.4,26.86
14-10-22,1:50:00,0.64,26.82
14-10-22,2:00:00,0.48,26.8
14-10-22,2:10:00,0.62,26.78
14-10-22,2:20:00,0.45,26.78
14-10-22,2:30:00,0.4,26.76
14-10-22,2:40:00,0.37,26.76
14-10-22,2:50:00,0.3,26.74
14-10-22,3:00:00,0.34,26.72
14-10-22,3:10:00,0.37,26.7
14-10-22,3:20:00,0.41,26.68
14-10-22,3:30:00,0.29,26.66
14-10-22,3:40:00,0.22,26.64
14-10-22,3:50:00,0.25,26.62
14-10-22,4:00:00,0.35,26.62
14-10-22,4:10:00,0.15,26.58
14-10-22,4:20:00,0.2,26.58
14-10-22,4:30:00,0.48,26.54
14-10-22,4:40:00,0.37,26.52
14-10-22,4:50:00,0.38,26.5
14-10-22,5:00:00,0.27,26.48
14-10-22,5:10:00,0.31,26.48
14-10-22,5:20:00,0.34,26.46
14-10-22,5:30:00,0.45,26.44
14-10-22,5:40:00,0.4,26.42
14-10-22,5:50:00,0.46,26.4
14-10-22,6:00:00,0.43,26.38
14-10-22,6:10:00,0.46,26.36
14-10-22,6:20:00,0.35,26.34
14-10-22,6:30:00,0.19,26.32
14-10-22,6:40:00,0.22,26.32
14-10-22,6:50:00,0.24,26.3
14-10-22,7:00:00,0.26,26.3
14-10-22,7:10:00,0.27,26.28
14-10-22,7:20:00,0.25,26.26
14-10-22,7:30:00,0.21,26.26
14-10-22,7:40:00,0.2,26.24
14-10-22,7:50:00,0.2,26.22
14-10-22,8:00:00,0.2,26.24
14-10-22,8:10:00,0.45,26.24
14-10-22,8:20:00,0.33,26.26
14-10-22,8:30:00,0.34,26.28
14-10-22,8:40:00,0.29,26.3
14-10-22,8:50:00,0.08,26.32
14-10-22,9:00:00,0.19,26.36
14-10-22,9:10:00,0.29,26.4
14-10-22,9:20:00,0.42,26.46
14-10-22,9:30:00,0.51,26.5
14-10-22,9:40:00,0.41,26.56
14-10-22,9:50:00,0.47,26.6
14-10-22,10:00:00,0.57,26.66
14-10-22,10:10:00,0.7,26.72
14-10-22,10:20:00,0.56,26.76
14-10-22,10:30:00,0.43,26.8
14-10-22,10:40:00,0.75,26.86
14-10-22,10:50:00,0.59,26.92
14-10-22,11:00:00,0.71,27
14-10-22,11:10:00,0.68,27.04
14-10-22,11:20:00,0.92,27.04
14-10-22,11:30:00,0.91,27.02
14-10-22,11:40:00,1,27.08
14-10-22,11:50:00,0.77,27.06
14-10-22,12:00:00,1.16,27.08
14-10-22,12:10:00,0.97,27.08
14-10-22,12:20:00,1.26,27.12
14-10-22,12:30:00,1.13,27.14
14-10-22,12:40:00,1.46,27.2
14-10-22,12:50:00,1.21,27.22
14-10-22,13:00:00,1.32,27.24
14-10-22,13:10:00,1.1,27.28
14-10-22,13:20:00,1.43,27.32
14-10-22,13:30:00,1.66,27.36
14-10-22,13:40:00,1.85,27.38
14-10-22,13:50:00,1.53,27.42
14-10-22,14:00:00,1.19,27.42
14-10-22,14:10:00,1.29,27.44
14-10-22,14:20:00,0.99,27.44
14-10-22,14:30:00,1.31,27.46
14-10-22,14:40:00,1.49,27.48
14-10-22,14:50:00,1.38,27.48
14-10-22,15:00:00,0.93,27.5
14-10-22,15:10:00,1.34,27.52
14-10-22,15:20:00,1.05,27.52
14-10-22,15:30:00,1.37,27.52
14-10-22,15:40:00,1.43,27.54
14-10-22,15:50:00,1.6,27.52
14-10-22,16:00:00,1.55,27.52
14-10-22,16:10:00,1.83,27.52
14-10-22,16:20:00,1.62,27.52
14-10-22,16:30:00,1.37,27.52
14-10-22,16:40:00,1.38,27.5
14-10-22,16:50:00,1.16,27.48
14-10-22,17:00:00,0.96,27.46
14-10-22,17:10:00,0.97,27.44
14-10-22,17:20:00,1.68,27.42
14-10-22,17:30:00,1.24,27.42
14-10-22,17:40:00,1.23,27.4
14-10-22,17:50:00,1.47,27.38
14-10-22,18:00:00,1.24,27.36
14-10-22,18:10:00,1.24,27.34
14-10-22,18:20:00,1.37,27.34
14-10-22,18:30:00,1.42,27.32
14-10-22,18:40:00,1.52,27.3
14-10-22,18:50:00,1.31,27.28
14-10-22,19:00:00,1.59,27.26
14-10-22,19:10:00,1.55,27.24
14-10-22,19:20:00,1.48,27.2
14-10-22,19:30:00,1.19,27.18
14-10-22,19:40:00,1.01,27.16
14-10-22,19:50:00,1.24,27.14
14-10-22,20:00:00,1.13,27.12
14-10-22,20:10:00,1.15,27.1
14-10-22,20:20:00,1.29,27.08
14-10-22,20:30:00,1.23,27.08
14-10-22,20:40:00,1.26,27.06
14-10-22,20:50:00,1.22,27.04
14-10-22,21:00:00,1,27
14-10-22,21:10:00,1.14,26.98
14-10-22,21:20:00,0.9,26.96
14-10-22,21:30:00,0.92,26.94
14-10-22,21:40:00,0.73,26.92
14-10-22,21:50:00,0.68,26.9
14-10-22,22:00:00,0.7,26.9
14-10-22,22:10:00,0.65,26.88
14-10-22,22:20:00,0.7,26.86
14-10-22,22:30:00,0.64,26.84
14-10-22,22:40:00,0.46,26.82
14-10-22,22:50:00,0.34,26.82
14-10-22,23:00:00,0.51,26.8
14-10-22,23:10:00,0.41,26.78
14-10-22,23:20:00,0.35,26.76
14-10-22,23:30:00,0.42,26.74
14-10-22,23:40:00,0.53,26.74
14-10-22,23:50:00,0.49,26.72
15-10-22,0:00:00,0.29,26.7
15-10-22,0:10:00,0.26,26.68
15-10-22,0:20:00,0.29,26.66
15-10-22,0:30:00,0.35,26.62
15-10-22,0:40:00,0.25,26.62
15-10-22,0:50:00,0.67,26.6
15-10-22,1:00:00,0.24,26.58
15-10-22,1:10:00,0.27,26.58
15-10-22,1:20:00,0.21,26.56
15-10-22,1:30:00,0.25,26.54
15-10-22,1:40:00,0.37,26.52
15-10-22,1:50:00,0.27,26.5
15-10-22,2:00:00,0.24,26.48
15-10-22,2:10:00,0.38,26.46
15-10-22,2:20:00,0.33,26.46
15-10-22,2:30:00,0.43,26.44
15-10-22,2:40:00,0.31,26.42
15-10-22,2:50:00,0.32,26.4
15-10-22,3:00:00,0.33,26.38
15-10-22,3:10:00,0.3,26.36
15-10-22,3:20:00,0.33,26.36
15-10-22,3:30:00,0.33,26.34
15-10-22,3:40:00,0.19,26.32
15-10-22,3:50:00,0.18,26.3
15-10-22,4:00:00,0.41,26.3
15-10-22,4:10:00,0.25,26.28
15-10-22,4:20:00,0.49,26.26
15-10-22,4:30:00,0.4,26.26
15-10-22,4:40:00,0.27,26.24
15-10-22,4:50:00,0.26,26.22
15-10-22,5:00:00,0.32,26.22
15-10-22,5:10:00,0.22,26.2
15-10-22,5:20:00,0.24,26.18
15-10-22,5:30:00,0.22,26.16
15-10-22,5:40:00,0.26,26.14
15-10-22,5:50:00,0.16,26.14
15-10-22,6:00:00,0.19,26.12
15-10-22,6:10:00,0.23,26.1
15-10-22,6:20:00,0.22,26.1
15-10-22,6:30:00,0.19,26.06
15-10-22,6:40:00,0.29,26.06
15-10-22,6:50:00,0.36,26.04
15-10-22,7:00:00,0.24,26.02
15-10-22,7:10:00,0.27,26
15-10-22,7:20:00,0.21,26
15-10-22,7:30:00,0.15,25.98
15-10-22,7:40:00,0.14,25.98
15-10-22,7:50:00,0.05,25.96
15-10-22,8:00:00,0.11,25.96
15-10-22,8:10:00,0.09,25.96
15-10-22,8:20:00,0.05,25.96
15-10-22,8:30:00,0.1,25.96
15-10-22,8:40:00,0.21,25.96
15-10-22,8:50:00,0.6,25.98
15-10-22,9:00:00,0.86,26.02
15-10-22,9:10:00,0.79,26.06
15-10-22,9:20:00,0.52,26.1
15-10-22,9:30:00,0.89,26.14
15-10-22,9:40:00,0.9,26.18
15-10-22,9:50:00,0.58,26.24
15-10-22,10:00:00,0.87,26.3
15-10-22,10:10:00,0.99,26.34
15-10-22,10:20:00,0.56,26.4
15-10-22,10:30:00,0.9,26.44
15-10-22,10:40:00,1.23,26.48
15-10-22,10:50:00,1.03,26.56
15-10-22,11:00:00,0.41,26.6
15-10-22,11:10:00,0.8,26.64
15-10-22,11:20:00,0.64,26.64
15-10-22,11:30:00,0.42,26.64
15-10-22,11:40:00,0.99,26.72
15-10-22,11:50:00,0.69,26.74
15-10-22,12:00:00,0.67,26.72
15-10-22,12:10:00,0.59,26.72
15-10-22,12:20:00,0.79,26.72
15-10-22,12:30:00,1.16,26.76
15-10-22,12:40:00,1.12,26.78
15-10-22,12:50:00,1.24,26.78
15-10-22,13:00:00,1.92,26.8
15-10-22,13:10:00,2.22,26.82
15-10-22,13:20:00,2.22,26.86
15-10-22,13:30:00,1.59,26.92
15-10-22,13:40:00,1.76,26.94
15-10-22,13:50:00,2.23,26.98
15-10-22,14:00:00,1.33,26.96
15-10-22,14:10:00,1.24,26.94
15-10-22,14:20:00,1.09,26.92
15-10-22,14:30:00,1.08,26.9
15-10-22,14:40:00,1.02,26.9
15-10-22,14:50:00,1.1,26.88
15-10-22,15:00:00,1.47,26.88
15-10-22,15:10:00,1.1,26.88
15-10-22,15:20:00,1.21,26.86
15-10-22,15:30:00,1.18,26.86
15-10-22,15:40:00,1.67,26.84
15-10-22,15:50:00,1.4,26.82
15-10-22,16:00:00,1.31,26.8
15-10-22,16:10:00,1.66,26.78
15-10-22,16:20:00,1.31,26.78
15-10-22,16:30:00,1.98,26.76
15-10-22,16:40:00,1.91,26.76
15-10-22,16:50:00,1.72,26.74
15-10-22,17:00:00,1.56,26.72
15-10-22,17:10:00,1.64,26.7
15-10-22,17:20:00,1.88,26.68
15-10-22,17:30:00,1.71,26.66
15-10-22,17:40:00,1.81,26.64
15-10-22,17:50:00,1.83,26.62
15-10-22,18:00:00,1.56,26.6
15-10-22,18:10:00,1.62,26.58
15-10-22,18:20:00,1.1,26.56
15-10-22,18:30:00,1.27,26.54
15-10-22,18:40:00,0.82,26.52
15-10-22,18:50:00,1.05,26.5
15-10-22,19:00:00,1.19,26.48
15-10-22,19:10:00,1,26.46
15-10-22,19:20:00,1.15,26.44
15-10-22,19:30:00,1.2,26.42
15-10-22,19:40:00,1.43,26.38
15-10-22,19:50:00,1.31,26.36
15-10-22,20:00:00,1.19,26.34
15-10-22,20:10:00,1.24,26.32
15-10-22,20:20:00,1.09,26.3
15-10-22,20:30:00,1.2,26.28
15-10-22,20:40:00,1.33,26.26
15-10-22,20:50:00,0.99,26.24
15-10-22,21:00:00,0.92,26.22
15-10-22,21:10:00,0.85,26.2
15-10-22,21:20:00,1.01,26.18
15-10-22,21:30:00,1.05,26.16
15-10-22,21:40:00,0.92,26.14
15-10-22,21:50:00,1.02,26.12
15-10-22,22:00:00,0.78,26.1
15-10-22,22:10:00,0.89,26.06
15-10-22,22:20:00,0.79,26.04
15-10-22,22:30:00,0.77,26.02
15-10-22,22:40:00,0.68,26
15-10-22,22:50:00,0.67,25.98
15-10-22,23:00:00,0.78,25.94
15-10-22,23:10:00,0.69,25.92
15-10-22,23:20:00,0.77,25.92
15-10-22,23:30:00,0.86,25.9
15-10-22,23:40:00,0.8,25.88
15-10-22,23:50:00,0.78,25.88
16-10-22,0:00:00,0.79,25.86
16-10-22,0:10:00,0.81,25.84
16-10-22,0:20:00,0.99,25.82
16-10-22,0:30:00,0.96,25.82
16-10-22,0:40:00,0.91,25.82
16-10-22,0:50:00,0.91,25.8
16-10-22,1:00:00,0.71,25.8
16-10-22,1:10:00,0.8,25.8
16-10-22,1:20:00,0.75,25.78
16-10-22,1:30:00,0.7,25.76
16-10-22,1:40:00,0.6,25.76
16-10-22,1:50:00,0.64,25.76
16-10-22,2:00:00,0.78,25.74
16-10-22,2:10:00,0.64,25.74
16-10-22,2:20:00,0.52,25.74
16-10-22,2:30:00,0.43,25.72
16-10-22,2:40:00,0.49,25.72
16-10-22,2:50:00,0.3,25.7
16-10-22,3:00:00,0.44,25.7
